t; x; y; theta
70645750.512000; -0.40; 0.00; -30.11
70659889.490000; -0.40; 0.00; -30.11
70676398.065000; -0.40; 0.00; -30.11
70691442.086000; -0.40; 0.00; -30.11
70706693.067000; -0.40; 0.00; -30.11
70722806.856000; -0.40; 0.00; -30.11
70738768.372000; -0.40; 0.00; -30.11
70758518.547000; -0.40; 0.00; -30.11
70771249.310000; -0.40; 0.00; -30.11
70788307.138000; -0.40; 0.00; -30.11
70803588.871000; -0.40; 0.00; -30.11
70820336.213000; -0.40; 0.00; -30.11
70835230.220000; -0.40; 0.00; -30.11
70855457.358000; -0.40; 0.00; -30.11
70867597.597000; -0.40; 0.00; -30.11
70884357.678000; -0.40; 0.00; -30.11
70898487.383000; -0.40; 0.00; -30.11
70914459.368000; -0.40; 0.00; -30.11
70931011.597000; -0.40; 0.00; -30.11
70946828.009000; -0.40; 0.00; -30.11
70962559.350000; -0.40; 0.00; -30.11
70978583.135000; -0.40; 0.00; -30.11
70994469.171000; -0.40; 0.00; -30.11
71013187.601000; -0.40; 0.00; -30.11
71027068.563000; -0.40; 0.00; -30.11
71044166.072000; -0.40; 0.00; -30.11
71059842.591000; -0.40; 0.00; -30.11
71077949.829000; -0.40; 0.00; -30.11
71090589.329000; -0.40; 0.00; -30.11
71106865.627000; -0.40; 0.00; -30.11
71123790.531000; -0.40; 0.00; -30.11
71140548.691000; -0.40; 0.00; -30.11
71155971.367000; -0.40; 0.00; -30.11
71170626.362000; -0.40; 0.00; -30.11
71188430.952000; -0.40; 0.00; -30.11
71202754.680000; -0.40; 0.00; -30.11
71218609.731000; -0.40; 0.00; -30.11
71234669.302000; -0.40; 0.00; -30.11
71250661.485000; -0.40; 0.00; -30.11
71275487.222000; -0.40; 0.00; -30.11
71294505.299000; -0.40; 0.00; -30.11
71304885.321000; -0.40; 0.00; -30.11
71316819.185000; -0.40; 0.00; -30.11
71331620.107000; -0.40; 0.00; -30.11
71347089.314000; -0.40; 0.00; -30.11
71362655.701000; -0.40; 0.00; -30.11
71378608.834000; -0.40; 0.00; -30.11
71395144.898000; -0.40; 0.00; -30.11
71412946.642000; -0.40; 0.00; -30.11
71427748.886000; -0.40; 0.00; -30.11
71445067.830000; -0.40; 0.00; -30.11
71460558.079000; -0.40; 0.00; -30.11
71474777.725000; -0.40; 0.00; -30.11
71492989.724000; -0.40; 0.00; -30.11
71506961.564000; -0.40; 0.00; -30.11
71522649.822000; -0.40; 0.00; -30.11
71539765.341000; -0.40; 0.00; -30.11
71554632.684000; -0.40; 0.00; -30.11
71570884.317000; -0.40; 0.00; -30.11
71595235.448000; -0.40; 0.00; -30.11
71603287.989000; -0.40; 0.00; -30.11
71627260.934000; -0.40; 0.00; -30.11
71635080.507000; -0.40; 0.00; -30.11
71652529.214000; -0.40; 0.00; -30.11
71672220.347000; -0.40; 0.00; -30.11
71686044.518000; -0.40; 0.00; -30.11
71698496.028000; -0.40; 0.00; -30.11
71714675.486000; -0.40; 0.00; -30.11
71730648.122000; -0.40; 0.00; -30.11
71746732.597000; -0.40; 0.00; -30.11
71765917.709000; -0.40; 0.00; -30.11
71778500.713000; -0.40; 0.00; -30.11
71794558.373000; -0.40; 0.00; -30.11
71810720.110000; -0.40; 0.00; -30.11
71828249.980000; -0.40; 0.00; -30.11
71843327.757000; -0.40; 0.00; -30.11
71859429.185000; -0.40; 0.00; -30.11
71874837.863000; -0.40; 0.00; -30.11
71892973.965000; -0.40; 0.00; -30.11
71908280.263000; -0.40; 0.00; -30.11
71922899.188000; -0.40; 0.00; -30.11
71940689.189000; -0.40; 0.00; -30.11
71955471.681000; -0.40; 0.00; -30.11
71970621.005000; -0.40; 0.00; -30.11
71989420.506000; -0.40; 0.00; -30.11
72003288.064000; -0.40; 0.00; -30.11
72021081.556000; -0.40; 0.00; -30.11
72034593.227000; -0.40; 0.00; -30.11
72052490.756000; -0.40; 0.00; -30.11
72068553.494000; -0.40; 0.00; -30.11
72082726.573000; -0.40; 0.00; -30.11
72100148.563000; -0.40; 0.00; -30.11
72116425.991000; -0.40; 0.00; -30.11
72130485.544000; -0.40; 0.00; -30.11
72146623.680000; -0.40; 0.00; -30.11
72162544.038000; -0.40; 0.00; -30.11
72178604.646000; -0.40; 0.00; -30.11
72195179.291000; -0.40; 0.00; -30.11
72212541.811000; -0.40; 0.00; -30.11
72226582.901000; -0.40; 0.00; -30.11
72244219.678000; -0.40; 0.00; -30.11
72265165.104000; -0.40; 0.00; -30.11
72275203.694000; -0.40; 0.00; -30.11
72291081.151000; -0.40; 0.00; -30.11
72307183.369000; -0.40; 0.00; -30.11
72323219.621000; -0.40; 0.00; -30.11
72338647.862000; -0.40; 0.00; -30.11
72355137.843000; -0.40; 0.00; -30.11
72371756.805000; -0.40; 0.00; -30.11
72386741.086000; -0.40; 0.00; -30.11
72404014.294000; -0.40; 0.00; -30.11
72420059.128000; -0.40; 0.00; -30.11
72436282.433000; -0.40; 0.00; -30.11
72452847.462000; -0.40; 0.00; -30.11
72467672.271000; -0.40; 0.00; -30.11
72482765.687000; -0.40; 0.00; -30.11
72500059.492000; -0.40; 0.00; -30.11
72514878.700000; -0.40; 0.00; -30.11
72530705.489000; -0.40; 0.00; -30.11
72547751.497000; -0.40; 0.00; -30.11
72565589.081000; -0.40; 0.00; -30.11
72578951.003000; -0.40; 0.00; -30.11
72594618.222000; -0.40; 0.00; -30.11
72610501.727000; -0.40; 0.00; -30.11
72626767.703000; -0.40; 0.00; -30.11
72643544.074000; -0.40; 0.00; -30.11
72658739.483000; -0.40; 0.00; -30.11
72675187.405000; -0.40; 0.00; -30.11
72691637.309000; -0.40; 0.00; -30.11
72706478.754000; -0.40; 0.00; -30.11
72722829.055000; -0.40; 0.00; -30.11
72738792.784000; -0.40; 0.00; -30.11
72755447.180000; -0.40; 0.00; -30.11
72771466.460000; -0.40; 0.00; -30.11
72787806.802000; -0.40; 0.00; -30.11
72802531.687000; -0.40; 0.00; -30.11
72820503.156000; -0.40; 0.00; -30.11
72834661.649000; -0.40; 0.00; -30.11
72851113.620000; -0.40; 0.00; -30.11
72867149.561000; -0.40; 0.00; -30.11
72884820.340000; -0.40; 0.00; -30.11
72900574.893000; -0.40; 0.00; -30.11
72914651.165000; -0.40; 0.00; -30.11
72930598.034000; -0.40; 0.00; -30.11
72946564.720000; -0.40; 0.00; -30.11
72962703.188000; -0.40; 0.00; -30.11
72993026.791000; -0.40; 0.00; -29.55
73008085.097000; -0.40; 0.00; -28.13
73020775.933000; -0.40; 0.00; -27.13
73029712.679000; -0.40; 0.00; -26.43
73044699.937000; -0.40; 0.00; -25.21
73059030.448000; -0.40; 0.00; -24.06
73080072.406000; -0.40; 0.00; -22.40
73096346.015000; -0.40; 0.00; -21.11
73113206.548000; -0.40; 0.00; -19.87
73126197.743000; -0.40; 0.00; -18.80
73138510.926000; -0.40; 0.00; -17.83
73154649.153000; -0.40; 0.00; -16.52
73172181.928000; -0.40; 0.00; -15.11
73187439.715000; -0.40; 0.00; -13.99
73205710.642000; -0.40; 0.00; -12.45
73221462.209000; -0.40; 0.00; -11.26
73234558.552000; -0.40; 0.00; -10.25
73252473.712000; -0.40; 0.00; -8.74
73281301.974000; -0.40; 0.00; -6.44
73298895.906000; -0.40; 0.00; -5.05
73306495.422000; -0.40; 0.00; -4.49
73316106.774000; -0.40; 0.00; -3.75
73333002.729000; -0.40; 0.00; -2.35
73346874.710000; -0.40; 0.00; -1.28
73363187.369000; -0.40; 0.00; -0.07
73382577.833000; -0.40; 0.00; 1.56
73394541.489000; -0.40; 0.00; 2.47
73410514.171000; -0.40; 0.00; 3.72
73426619.852000; -0.40; 0.00; 5.04
73442924.364000; -0.40; 0.00; 6.23
73459363.502000; -0.40; 0.00; 7.66
73476214.148000; -0.40; 0.00; 9.00
73492191.281000; -0.40; 0.00; 10.27
73506886.648000; -0.40; 0.00; 11.44
73526693.423000; -0.40; 0.00; 12.85
73545920.496000; -0.40; 0.00; 14.52
73561683.766000; -0.40; 0.00; 15.70
73575766.569000; -0.40; 0.00; 16.89
73587886.458000; -0.40; 0.00; 17.85
73603098.238000; -0.40; 0.00; 19.07
73619221.782000; -0.40; 0.00; 20.34
73634882.169000; -0.40; 0.00; 21.50
73650575.921000; -0.40; 0.00; 22.75
73667406.296000; -0.40; 0.00; 24.17
73682584.389000; -0.40; 0.00; 25.34
73698551.672000; -0.40; 0.00; 26.54
73716507.575000; -0.40; 0.00; 28.05
73731116.706000; -0.40; 0.00; 29.19
73748328.006000; -0.40; 0.00; 30.57
73764240.859000; -0.40; 0.00; 31.84
73780982.444000; -0.40; 0.00; 33.13
73796259.154000; -0.40; 0.00; 34.38
73815249.859000; -0.40; 0.00; 35.86
73826766.830000; -0.40; 0.00; 36.68
73842636.451000; -0.40; 0.00; 37.99
73861222.301000; -0.40; 0.00; 39.49
73876804.585000; -0.40; 0.00; 40.76
73892055.597000; -0.40; 0.00; 41.93
73911512.775000; -0.40; 0.00; 43.49
73926496.310000; -0.40; 0.00; 44.64
73938657.937000; -0.40; 0.00; 45.65
73954729.812000; -0.40; 0.00; 46.93
73971830.514000; -0.40; 0.00; 47.97
73989063.102000; -0.40; 0.00; 48.71
74002799.602000; -0.40; 0.00; 49.30
74019841.222000; -0.40; 0.00; 50.03
74035989.381000; -0.40; 0.00; 50.72
74050647.424000; -0.40; 0.00; 51.30
74067276.113000; -0.40; 0.00; 52.01
74083084.972000; -0.40; 0.00; 52.71
74100504.859000; -0.40; 0.00; 53.47
74116085.509000; -0.40; 0.00; 54.14
74130518.806000; -0.40; 0.00; 54.75
74146547.864000; -0.40; 0.00; 55.44
74164889.690000; -0.40; 0.00; 56.23
74178955.330000; -0.40; 0.00; 56.79
74194667.136000; -0.40; 0.00; 57.50
74210541.738000; -0.40; 0.00; 58.15
74226486.207000; -0.40; 0.00; 58.85
74242561.538000; -0.40; 0.00; 59.50
74258735.027000; -0.40; 0.00; 60.21
74281378.780000; -0.40; 0.00; 61.22
74292327.358000; -0.40; 0.00; 61.69
74307945.796000; -0.40; 0.00; 62.35
74323304.680000; -0.40; 0.00; 63.02
74338771.294000; -0.40; 0.00; 63.62
74356277.738000; -0.40; 0.00; 64.42
74370477.068000; -0.40; 0.00; 65.00
74386573.789000; -0.40; 0.00; 65.69
74402529.898000; -0.40; 0.00; 66.38
74419359.423000; -0.40; 0.00; 67.13
74438090.143000; -0.40; 0.00; 67.88
74451461.587000; -0.40; 0.00; 68.37
74466584.128000; -0.40; 0.00; 69.10
74484532.606000; -0.40; 0.00; 69.92
74499206.651000; -0.40; 0.00; 70.55
74515384.536000; -0.40; 0.00; 71.24
74530577.372000; -0.40; 0.00; 71.87
74546514.179000; -0.40; 0.00; 72.55
74564332.591000; -0.40; 0.00; 73.33
74579464.229000; -0.40; 0.00; 73.99
74595131.466000; -0.40; 0.00; 74.65
74611197.277000; -0.40; 0.00; 75.34
74629378.495000; -0.40; 0.00; 76.12
74645026.261000; -0.40; 0.00; 76.79
74661525.145000; -0.40; 0.00; 77.49
74675309.746000; -0.40; 0.00; 78.06
74692024.263000; -0.40; 0.00; 78.71
74708188.334000; -0.40; 0.00; 79.49
74725060.978000; -0.40; 0.00; 80.21
74738561.550000; -0.40; 0.00; 80.74
74755253.112000; -0.40; 0.00; 81.51
74770475.861000; -0.40; 0.00; 82.10
74786794.570000; -0.40; 0.00; 82.85
74804407.946000; -0.40; 0.00; 83.61
74818558.428000; -0.40; 0.00; 84.22
74834501.280000; -0.40; 0.00; 84.86
74850577.836000; -0.40; 0.00; 85.57
74866623.826000; -0.40; 0.00; 86.22
74883057.663000; -0.40; 0.00; 86.98
74900390.695000; -0.40; 0.00; 87.71
74916584.015000; -0.40; 0.00; 88.41
74932064.964000; -0.40; 0.00; 89.07
74947943.666000; -0.40; 0.00; 89.76
74963493.271000; -0.40; 0.00; 90.40
74992245.836000; -0.40; 0.00; 90.78
75004449.189000; -0.40; 0.00; 90.77
75013783.062000; -0.40; 0.00; 90.76
75026558.003000; -0.40; 0.00; 90.76
75042707.099000; -0.40; 0.00; 90.74
75058658.117000; -0.40; 0.00; 90.73
75079974.188000; -0.40; 0.00; 90.71
75091545.223000; -0.40; 0.00; 90.70
75106492.080000; -0.40; 0.00; 90.69
75122704.037000; -0.40; 0.00; 90.68
75138713.140000; -0.40; 0.00; 90.67
75155022.180000; -0.40; 0.00; 90.65
75171948.176000; -0.40; 0.00; 90.64
75187735.097000; -0.40; 0.00; 90.63
75204092.316000; -0.40; 0.00; 90.61
75219198.744000; -0.40; 0.00; 90.60
75234591.269000; -0.40; 0.00; 90.59
75252844.646000; -0.40; 0.00; 90.57
75279134.495000; -0.40; 0.00; 90.55
75287059.806000; -0.40; 0.00; 90.55
75298535.685000; -0.40; 0.00; 90.54
75315860.757000; -0.40; 0.00; 90.52
75330962.947000; -0.40; 0.00; 90.51
75348690.406000; -0.40; 0.00; 90.50
75362511.637000; -0.40; 0.00; 90.49
75378734.058000; -0.40; 0.00; 90.48
75394626.501000; -0.40; 0.00; 90.46
75410587.378000; -0.40; 0.00; 90.45
75426777.825000; -0.40; 0.00; 90.44
75444509.960000; -0.40; 0.00; 90.42
75460081.178000; -0.40; 0.00; 90.41
75476036.849000; -0.40; 0.00; 90.40
75491242.069000; -0.40; 0.00; 90.39
75506597.563000; -0.40; 0.00; 90.37
75522645.513000; -0.40; 0.00; 90.36
75538463.145000; -0.40; 0.00; 90.35
75555730.501000; -0.40; 0.00; 90.33
75571383.250000; -0.40; 0.00; 90.32
75588329.104000; -0.40; 0.00; 90.31
75605683.848000; -0.40; 0.00; 90.30
75630491.533000; -0.40; 0.00; 90.28
75640421.421000; -0.40; 0.00; 90.27
75651646.065000; -0.40; 0.00; 90.26
75666637.818000; -0.40; 0.00; 90.25
75683888.817000; -0.40; 0.00; 90.23
75699871.748000; -0.40; 0.00; 90.22
75716070.157000; -0.40; 0.00; 90.21
75732414.631000; -0.40; 0.00; 90.19
75747027.420000; -0.40; 0.00; 90.18
75762557.118000; -0.40; 0.00; 90.17
75778783.982000; -0.40; 0.00; 90.16
75794811.340000; -0.40; 0.00; 90.15
75811763.025000; -0.40; 0.00; 90.13
75826637.203000; -0.40; 0.00; 90.12
75845159.955000; -0.40; 0.00; 90.11
75861240.489000; -0.40; 0.00; 90.09
75877520.084000; -0.40; 0.00; 90.08
75890846.172000; -0.40; 0.00; 90.07
75907956.973000; -0.40; 0.00; 90.06
75922539.107000; -0.40; 0.00; 90.04
75938627.253000; -0.40; 0.00; 90.03
75954899.297000; -0.40; 0.00; 90.02
75987598.393000; -0.40; 0.00; 89.99
76003181.244000; -0.40; 0.00; 89.98
76019133.275000; -0.40; 0.00; 89.97
76035239.178000; -0.40; 0.00; 89.95
76051391.845000; -0.40; 0.00; 89.94
76069131.057000; -0.40; 0.00; 89.93
76084698.746000; -0.40; 0.00; 89.92
76099571.794000; -0.40; 0.00; 89.90
76115461.352000; -0.40; 0.00; 89.89
76131406.613000; -0.40; 0.00; 89.88
76149350.272000; -0.40; 0.00; 89.86
76163851.431000; -0.40; 0.00; 89.85
76180353.769000; -0.40; 0.00; 89.84
76195200.404000; -0.40; 0.00; 89.83
76211046.630000; -0.40; 0.00; 89.82
76227083.138000; -0.40; 0.00; 89.80
76245734.242000; -0.40; 0.00; 89.79
76268283.045000; -0.40; 0.00; 89.77
76279288.366000; -0.40; 0.00; 89.76
76291802.907000; -0.40; 0.00; 89.75
76308190.463000; -0.40; 0.00; 89.74
76325159.327000; -0.40; 0.00; 89.72
76339365.274000; -0.40; 0.00; 89.71
76355156.924000; -0.40; 0.00; 89.70
76371091.487000; -0.40; 0.00; 89.69
76388325.508000; -0.40; 0.00; 89.67
76403057.540000; -0.40; 0.00; 89.66
76428425.611000; -0.40; 0.00; 89.64
76442370.594000; -0.40; 0.00; 89.63
76451004.254000; -0.40; 0.00; 89.63
76467043.861000; -0.40; 0.00; 89.61
76483146.338000; -0.40; 0.00; 89.60
76499325.896000; -0.40; 0.00; 89.59
76516951.243000; -0.40; 0.00; 89.57
76538557.316000; -0.40; 0.00; 89.56
76551828.892000; -0.40; 0.00; 89.55
76563176.944000; -0.40; 0.00; 89.54
76581643.384000; -0.40; 0.00; 89.52
76595591.439000; -0.40; 0.00; 89.51
76613638.006000; -0.40; 0.00; 89.50
76629269.934000; -0.40; 0.00; 89.48
76644329.825000; -0.40; 0.00; 89.47
76659795.157000; -0.40; 0.00; 89.46
76675719.396000; -0.40; 0.00; 89.45
76691808.054000; -0.40; 0.00; 89.43
76710193.425000; -0.40; 0.00; 89.42
76724785.483000; -0.40; 0.00; 89.41
76739967.545000; -0.40; 0.00; 89.40
76755272.340000; -0.40; 0.00; 89.38
76773226.201000; -0.40; 0.00; 89.37
76787461.453000; -0.40; 0.00; 89.36
76803189.750000; -0.40; 0.00; 89.35
76819112.542000; -0.40; 0.00; 89.33
76835123.033000; -0.40; 0.00; 89.32
76851235.193000; -0.40; 0.00; 89.31
76868234.937000; -0.40; 0.00; 89.29
76883423.774000; -0.40; 0.00; 89.28
76899530.202000; -0.40; 0.00; 89.27
76916228.784000; -0.40; 0.00; 89.26
76933661.502000; -0.40; 0.00; 89.24
76949207.386000; -0.40; 0.00; 89.23
76973266.550000; -0.40; 0.00; 89.22
76986659.364000; -0.40; 0.00; 89.22
76995216.695000; -0.40; 0.00; 89.22
77011095.155000; -0.40; 0.00; 89.22
77030098.395000; -0.40; 0.00; 89.22
77043132.917000; -0.40; 0.00; 89.22
77060465.741000; -0.40; 0.00; 89.22
77075958.266000; -0.40; 0.00; 89.22
77093024.840000; -0.40; 0.00; 89.22
77108466.009000; -0.40; 0.00; 89.22
77123061.245000; -0.40; 0.00; 89.22
77139634.579000; -0.40; 0.00; 89.22
77156727.341000; -0.40; 0.00; 89.22
77172337.175000; -0.40; 0.00; 89.22
77187185.136000; -0.40; 0.00; 89.22
77204630.411000; -0.40; 0.00; 89.22
77220324.595000; -0.40; 0.00; 89.22
77237774.806000; -0.40; 0.00; 89.22
77251531.646000; -0.40; 0.00; 89.22
77269680.770000; -0.40; 0.00; 89.22
77284344.963000; -0.40; 0.00; 89.22
77300968.874000; -0.40; 0.00; 89.22
77315132.054000; -0.40; 0.00; 89.22
77331270.007000; -0.40; 0.00; 89.22
77347370.362000; -0.40; 0.00; 89.22
77363033.154000; -0.40; 0.00; 89.22
77379148.901000; -0.40; 0.00; 89.22
77397443.592000; -0.40; 0.00; 89.22
77411349.967000; -0.40; 0.00; 89.22
77427471.838000; -0.40; 0.00; 89.22
77443759.893000; -0.40; 0.00; 89.22
77460619.015000; -0.40; 0.00; 89.22
77475534.465000; -0.40; 0.00; 89.22
77491757.677000; -0.40; 0.00; 89.22
77507666.250000; -0.40; 0.00; 89.22
77524887.008000; -0.40; 0.00; 89.22
77540712.539000; -0.40; 0.00; 89.22
77557485.478000; -0.40; 0.00; 89.22
77571100.661000; -0.40; 0.00; 89.22
77587965.823000; -0.40; 0.00; 89.22
77605045.056000; -0.40; 0.00; 89.22
77619144.556000; -0.40; 0.00; 89.22
77636292.063000; -0.40; 0.00; 89.22
77652313.920000; -0.40; 0.00; 89.22
77667669.924000; -0.40; 0.00; 89.22
77686274.537000; -0.40; 0.00; 89.22
77700879.882000; -0.40; 0.00; 89.22
77715222.515000; -0.40; 0.00; 89.22
77732629.568000; -0.40; 0.00; 89.22
77748219.583000; -0.40; 0.00; 89.22
77763287.363000; -0.40; 0.00; 89.22
77779399.852000; -0.40; 0.00; 89.22
77795281.030000; -0.40; 0.00; 89.22
77813221.617000; -0.40; 0.00; 89.22
77828285.151000; -0.40; 0.00; 89.22
77844410.250000; -0.40; 0.00; 89.22
77862472.570000; -0.40; 0.00; 89.22
77875688.857000; -0.40; 0.00; 89.22
77891311.039000; -0.40; 0.00; 89.22
77907145.776000; -0.40; 0.00; 89.22
77923252.499000; -0.40; 0.00; 89.22
77940308.823000; -0.40; 0.00; 89.22
